time_from_start,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.0,0.7776943041541216,-1.1788810134049827,1.9987264997123335,-0.09040181047344517,0.8168365137497247,0.841879083007094,0.22189912296033326,-0.21157900559733067,0.3341778275199818,-5.4175467789682115e-05,0.9989492381568664,0.04582846574334534,0.0004103394277000978
0.1,0.759396146676427,-1.1903392237995083,2.0153334027247167,-0.0925392727770448,0.8105714526999914,0.8254664380542487,0.22319685415363172,-0.20495630286088573,0.3343135865150493,-5.3558504914618624e-05,0.9989492439849322,0.04582833697714138,0.0004106133561823321
0.2,0.7018782531693841,-1.2228996224781625,2.061627791227339,-0.09901932534468504,0.7931942687586652,0.7736362468522329,0.22709015026219811,-0.18508686177677586,0.3347207847306757,-5.174739034514164e-05,0.9989492550919632,0.04582808906718156,0.0004114922475197915
0.30000000000000004,0.5973231557158846,-1.270450886205077,2.126594424293687,-0.10978459342738921,0.7686571571519971,0.6784369493289187,0.2335786876896928,-0.15197483318200922,0.3353996642786956,-4.86167967290324e-05,0.9989492913720166,0.045827289923428875,0.0004127978037110916
0.4,0.43414995074659946,-1.3201765549193187,2.1902496626372714,-0.12368480546355475,0.74244745866826,0.5271680250008333,0.2426627904900753,-0.10561603333719782,0.3363499820999609,-4.429296020088349e-05,0.9989493327380833,0.04582637533520585,0.00041470942697975865
0.5,0.2050312786899,-1.3485558490877307,2.2214011901750457,-0.13654445233235954,0.7204853958615306,0.3088033533320885,0.2543423448111212,-0.04601186375990552,0.3375718237945371,-3.873310294188109e-05,0.9989493860315347,0.04582519632088285,0.00041716797471147454
0.6000000000000001,-0.05847856973603738,-1.3261088373840195,2.183962741228811,-0.14033486104121273,0.7116133640549819,0.047876656634955106,0.26777514616889125,0.022539668086279458,0.3389770854822587,-3.234715433304013e-05,0.9989494471603433,0.0458238429123413,0.00041999101328151227
0.7000000000000001,-0.2573364669025232,-1.2656987567842215,2.0945525395786837,-0.13401014462015667,0.7221967714933809,-0.15753522387585248,0.27909321633304407,0.08029896932790148,0.3401610900032557,-2.6955681049431923e-05,0.998949498214669,0.04582271150313226,0.00042237489591644703
0.7999999990000001,-0.3890030312388117,-1.1987716014331253,1.993042495452519,-0.12482357127768039,0.7447789211016899,-0.29846965886982835,0.2878158307722851,0.12481288739071786,0.34107358597253135,-2.280375053457093e-05,0.9989495379759978,0.04582182995001902,0.0004242140511031223
0.8999999980000001,-0.4698049741619284,-1.1432104129067577,1.9060327529654157,-0.11708830085087346,0.7690543298335125,-0.3871670106845616,0.2939410633209149,0.15607359541648108,0.3417140468983817,-1.9649391331760024e-05,0.9989495679962618,0.045821167021658116,0.00042528432437298393
0.9999999980000001,-0.5122473736046164,-1.1082978764447637,1.8500997921231697,-0.11238385005902009,0.786387529806504,-0.4344743529110297,0.29747447015966794,0.1741038223164571,0.34208399903070474,-1.8206819590349443e-05,0.9989495807367562,0.045820880919613345,0.00042624655012985044
1.086071547,-0.5232963378702384,-1.0984466993373856,1.834148616706978,-0.11108791951113654,0.7915383657462411,-0.4468735628508639,0.29843605167173687,0.17901091027928964,0.34218460121389094,-1.7749408005952482e-05,0.9989495861744072,0.04582076066134352,0.00042644970986628123
