joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos
0.6969044028664172,-1.1017110077893775,1.5758211235172268,-0.07738092144573433,1.1560822629529102,0.7302251582921014
