timestamp,elbow_joint_pos,shoulder_lift_joint_pos,shoulder_pan_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,elbow_joint_vel,shoulder_lift_joint_vel,shoulder_pan_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel
1753180916.5942507,1.8541443983661097,-1.3147420150092621,0.9992125630378723,-2.110471864739889,-1.5708320776568812,-3.7890098730670374,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.607028,1.854135815297262,-1.314655826692917,0.9991779923439026,-2.1104465923705042,-1.570885960255758,-3.7890477816211146,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6097126,1.8541730085956019,-1.314701960687973,0.9992156028747559,-2.1104799709715785,-1.57086688676943,-3.7890082041369837,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.614047,1.8541730085956019,-1.3146929305842896,0.999183714389801,-2.110441823998922,-1.570862118397848,-3.789029661809103,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6162555,1.8541730085956019,-1.3146929305842896,0.999183714389801,-2.110441823998922,-1.570862118397848,-3.789029661809103,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6194668,1.8541854063617151,-1.3146884900382538,0.9991867542266846,-2.110458036462301,-1.5708711783038538,-3.789016310368673,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6264217,1.8541401068316858,-1.314655826692917,0.9992332458496094,-2.1104465923705042,-1.570841137562887,-3.7890263239489954,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6267955,1.8541401068316858,-1.314655826692917,0.9992332458496094,-2.1104465923705042,-1.570841137562887,-3.7890263239489954,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6298401,1.854119602833883,-1.3146387499621888,0.9991949200630188,-2.110438962975973,-1.570878807698385,-3.7890082041369837,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.63163,1.8542192617999476,-1.3147137326053162,0.9991905689239502,-2.110488554040426,-1.5708487669574183,-3.7890217939959925,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6385133,1.8541062513934534,-1.314701960687973,0.9991881251335144,-2.1104327640929164,-1.570841137562887,-3.7890716234790247,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6396122,1.854135815297262,-1.314655826692917,0.999182403087616,-2.1104217968382777,-1.5708664099322718,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6419582,1.8541062513934534,-1.3146810096553345,0.9992036819458008,-2.110488554040426,-1.57086688676943,-3.7890170256244105,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.644561,1.8541320005999964,-1.314681039457657,0.9992168545722961,-2.1104642353453578,-1.570878807698385,-3.7890251318561,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6464372,1.8541443983661097,-1.3146431905082245,0.9992036819458008,-2.110434671441549,-1.570883576069967,-3.7890506426440638,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6502938,1.8541739622699183,-1.3146765989116211,0.9992082118988037,-2.1104465923705042,-1.5708578268634241,-3.789062563573019,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.653941,1.8540838400470179,-1.314651445751526,0.9991836547851562,-2.1104256115355433,-1.570911709462301,-3.7890170256244105,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6597524,1.8541467825519007,-1.314692960386612,0.9992169141769409,-2.110450883904928,-1.5708454290973108,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6607752,1.8541467825519007,-1.314681039457657,0.9991836547851562,-2.110450883904928,-1.570887867604391,-3.7890642325030726,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6620402,1.854119602833883,-1.314647690658905,0.9991993308067322,-2.110438962975973,-1.570916477833883,-3.789046112691061,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6641324,1.8541153112994593,-1.314692960386612,0.9992036819458008,-2.110434671441549,-1.570883576069967,-3.7890597025500696,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.665887,1.8541515509234827,-1.3147093516639252,0.9992036819458008,-2.110438962975973,-1.5708501974688929,-3.7890308539019983,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6681602,1.8541110197650355,-1.314692960386612,0.9991912841796875,-2.110458036462301,-1.570853058491842,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.670126,1.8541062513934534,-1.314647690658905,0.9992375373840332,-2.1104709110655726,-1.570853058491842,-3.7889917532550257,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6719024,1.8542011419879358,-1.3146268886378785,0.999182403087616,-2.11041321376943,-1.570878807698385,-3.7890551725970667,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6740432,1.8541277090655726,-1.3146557968905945,0.9991956353187561,-2.1104217968382777,-1.570878807698385,-3.7890217939959925,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6937838,1.854189697896139,-1.3146692973426362,0.9991993308067322,-2.110471864739889,-1.5708039442645472,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.694074,1.8541606108294886,-1.314685658817627,0.9991704821586609,-2.110471864739889,-1.5708745161639612,-3.7890098730670374,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6942935,1.8541110197650355,-1.314685658817627,0.9991541504859924,-2.110450883904928,-1.5708454290973108,-3.7890432516681116,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6944993,1.854135815297262,-1.3146432501128693,0.9991956353187561,-2.110438962975973,-1.570878807698385,-3.7890716234790247,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6947145,1.8541401068316858,-1.3147137624076386,0.9991867542266846,-2.110476633111471,-1.570853058491842,-3.7890506426440638,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6950123,1.85413104692568,-1.3147256833365937,0.9992036819458008,-2.110429903069967,-1.570916477833883,-3.7890217939959925,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.6999805,1.85413104692568,-1.3147019904902955,0.9991793632507324,-2.110467096368307,-1.5708501974688929,-3.789038960133688,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7005122,1.854119602833883,-1.314709262256958,0.9991750121116638,-2.110455175439352,-1.570853058491842,-3.7890506426440638,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7008708,1.8541443983661097,-1.314681039457657,0.9992199540138245,-2.110406061212057,-1.570883576069967,-3.7890217939959925,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.702161,1.8541606108294886,-1.3146810096553345,0.9992125630378723,-2.1104709110655726,-1.570862118397848,-3.7890170256244105,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7025383,1.8541691938983362,-1.3146974307349701,0.9991541504859924,-2.11038937191152,-1.570829216633932,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.703929,1.854119602833883,-1.3146974605372925,0.9991956353187561,-2.110504766503805,-1.570883576069967,-3.7890170256244105,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.708584,1.8541062513934534,-1.314673737888672,0.9991867542266846,-2.110467096368307,-1.570853058491842,-3.7890432516681116,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7089999,1.8540833632098597,-1.314664677982666,0.9991750717163086,-2.110417505303854,-1.5708578268634241,-3.789029661809103,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.711955,1.8541019598590296,-1.3146432501128693,0.9991949796676636,-2.110434671441549,-1.57086688676943,-3.7889917532550257,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7136507,1.8541320005999964,-1.314685658817627,0.9992199540138245,-2.1104217968382777,-1.5708664099322718,-3.789037052785055,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7160404,1.8541062513934534,-1.3147019904902955,0.9992288947105408,-2.110429903069967,-1.570853058491842,-3.7890716234790247,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7184982,1.8541401068316858,-1.314643220310547,0.9992043972015381,-2.110455175439352,-1.5708039442645472,-3.789053503667013,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7199943,1.8541401068316858,-1.3146513861468812,0.9991999864578247,-2.110450883904928,-1.570887867604391,-3.7890551725970667,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7246494,1.8541143576251429,-1.3146602374366303,0.9992451071739197,-2.110438962975973,-1.5708993116961878,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7262077,1.8541320005999964,-1.3146736782840271,0.9991880059242249,-2.1104842625060023,-1.570932690297262,-3.7890189329730433,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.729587,1.854119602833883,-1.3147019904902955,0.9992244243621826,-2.110441823998922,-1.5708368460284632,-3.7890008131610315,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7331522,1.8541854063617151,-1.314681039457657,0.9992036819458008,-2.110450883904928,-1.5709083716021937,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7335415,1.8541773001300257,-1.3146566611579438,0.999182403087616,-2.110429903069967,-1.570890251790182,-3.7890005747424524,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7338128,1.8541491667376917,-1.3146647077849885,0.9992199540138245,-2.110425134698385,-1.570841137562887,-3.7890551725970667,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7362309,1.8541095892535608,-1.3147020202926178,0.9991912841796875,-2.110429903069967,-1.5708454290973108,-3.7890127340899866,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7394202,1.8541558424579065,-1.3146647077849885,0.9991867542266846,-2.110401769677633,-1.5708702246295374,-3.7890124956714075,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7406116,1.854072395955221,-1.3146343392184754,0.999182403087616,-2.110450883904928,-1.5708368460284632,-3.7890127340899866,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.742259,1.8541854063617151,-1.3147019904902955,0.9992169141769409,-2.1104799709715785,-1.5708487669574183,-3.7890387217151087,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7438822,1.8540948073016565,-1.3146721583655854,0.9992199540138245,-2.110471864739889,-1.5708544890033167,-3.7890926043139856,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.746116,1.8541820685016077,-1.3146557968905945,0.9992332458496094,-2.110429903069967,-1.5709074179278772,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7478936,1.8541062513934534,-1.3147093218616028,0.9991912841796875,-2.110441823998922,-1.570878807698385,-3.7890880743609827,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7504408,1.8541019598590296,-1.314643220310547,0.9991993308067322,-2.110476156274313,-1.570862118397848,-3.789062563573019,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.751887,1.8541467825519007,-1.3146476608565827,0.9992614388465881,-2.110499998132223,-1.570862118397848,-3.789016310368673,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.754388,1.8541606108294886,-1.314643220310547,0.9991750121116638,-2.1104799709715785,-1.570862118397848,-3.7890806833850306,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.757682,1.8542030493365687,-1.3146224480918427,0.9992245435714722,-2.110467096368307,-1.5708454290973108,-3.7890432516681116,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7582664,1.8542030493365687,-1.3146224480918427,0.9992245435714722,-2.110467096368307,-1.5708454290973108,-3.7890432516681116,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7628477,1.8541267553912562,-1.314692960386612,0.9991912841796875,-2.110458036462301,-1.5708487669574183,-3.789029661809103,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.763869,1.854168717061178,-1.314681039457657,0.9992331266403198,-2.110438962975973,-1.5708501974688929,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.766315,1.8541367689715784,-1.3146312993815918,0.9992036819458008,-2.110455175439352,-1.5708220640765589,-3.7890506426440638,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7676344,1.8540666739093226,-1.3146692973426362,0.999183714389801,-2.110471864739889,-1.57086688676943,-3.789067093526022,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7699912,1.854135815297262,-1.3146765989116211,0.9992112517356873,-2.110438962975973,-1.570862118397848,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7717655,1.8541320005999964,-1.3146476608565827,0.9992125630378723,-2.11041321376943,-1.57086688676943,-3.789037052785055,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7738438,1.8541234175311487,-1.314664677982666,0.9992613196372986,-2.110467096368307,-1.570862118397848,-3.7890716234790247,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7757678,1.8541186491595667,-1.314718411569931,0.9991661310195923,-2.1104799709715785,-1.570878807698385,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7820902,1.8541410605060022,-1.314635918741562,0.9992125630378723,-2.110434671441549,-1.570824925099508,-3.7890761534320276,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7837226,1.8541491667376917,-1.3146721583655854,0.9991704821586609,-2.1104465923705042,-1.570878807698385,-3.789029661809103,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7857213,1.8541320005999964,-1.3146692973426362,0.9991993308067322,-2.110499998132223,-1.5708993116961878,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.788047,1.854119602833883,-1.3146602374366303,0.9992082118988037,-2.110441823998922,-1.570862118397848,-3.7890506426440638,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7901154,1.8541820685016077,-1.314634309416153,0.9991912841796875,-2.110438962975973,-1.570841137562887,-3.789020601903097,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7927144,1.8541234175311487,-1.314681039457657,0.9992244243621826,-2.110443731347555,-1.57086688676943,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7956977,1.8541234175311487,-1.314681039457657,0.9992244243621826,-2.110443731347555,-1.57086688676943,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.7961426,1.8541234175311487,-1.314681039457657,0.9992244243621826,-2.110443731347555,-1.57086688676943,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.8007152,1.8541515509234827,-1.314635918741562,0.9992437958717346,-2.110450883904928,-1.5708702246295374,-3.7889962832080286,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.801106,1.8540790716754358,-1.31467820823703,0.9992125630378723,-2.110441823998922,-1.5708454290973108,-3.7890053431140345,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.801957,1.8541110197650355,-1.314730094080307,0.9991993308067322,-2.110401769677633,-1.570895020161764,-3.789038960133688,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.8037157,1.8541234175311487,-1.3146721583655854,0.9991674423217773,-2.110467096368307,-1.5708745161639612,-3.7890341917621058,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.8057623,1.8541773001300257,-1.3146060866168519,0.9992275238037109,-2.1104842625060023,-1.57086688676943,-3.7890082041369837,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.8085365,1.854119602833883,-1.314681039457657,0.999163031578064,-2.110438962975973,-1.570845905934469,-3.789038960133688,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.811372,1.854119602833883,-1.314681039457657,0.999163031578064,-2.110438962975973,-1.570845905934469,-3.789038960133688,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.8117282,1.8540905157672327,-1.3146885198405762,0.9991999268531799,-2.110443731347555,-1.570890251790182,-3.7889679113971155,-0.0,-0.0,0.0,0.0,0.0,0.0
1753180916.814081,1.8541234175311487,-1.3146513265422364,0.9992570877075195,-2.110462804833883,-1.5708578268634241,-3.7890217939959925,-1.3420333743852098e-05,-0.003266122192144394,0.0030074561946094036,0.015824217349290848,0.00019533657177817076,0.0
1753180916.815987,1.8540623823748987,-1.3146885198405762,0.9991867542266846,-2.110373159448141,-1.57086688676943,-3.789058033620016,-0.008882036432623863,-0.011305355466902256,0.011401207186281681,0.0301499180495739,0.009053593501448631,0.0
1753180916.817951,1.8541320005999964,-1.314713792209961,0.9992643594741821,-2.1103717289366664,-1.570813004170553,-3.7890506426440638,-0.007375484798103571,-0.015479630790650845,0.016416797414422035,0.029888488352298737,0.011468308977782726,0.0
1753180916.8200128,1.8540800253497522,-1.314753995542862,0.9992795586585999,-2.1102215252318324,-1.5708101431476038,-3.7890053431140345,-0.005399796180427074,-0.015099257230758667,0.01745564676821232,0.03174963220953941,0.009151583537459373,0.0019628519657999277
1753180916.8225331,1.8541243712054651,-1.3147695821574708,0.9993008375167847,-2.110216280023092,-1.5708144346820276,-3.789038960133688,-0.006329641677439213,-0.01376405544579029,0.016816044226288795,0.0337960347533226,0.01014710869640112,0.0040163081139326096
1753180916.8241138,1.8540800253497522,-1.3147362035563965,0.9992632269859314,-2.1101185284056605,-1.5708306471454065,-3.7889724413501185,-0.008333028294146061,-0.012183042243123055,0.016137946397066116,0.036171384155750275,0.011735117994248867,0.004029587376862764
1753180916.8289113,1.8540123144732874,-1.3147263687900086,0.9993277192115784,-2.1100546322264613,-1.5708277861224573,-3.7889843622790735,-0.007049735635519028,-0.010389601811766624,0.01372229028493166,0.03762287274003029,0.008880509994924068,0.0036575053818523884
1753180916.8294659,1.8540123144732874,-1.3147263687900086,0.9993277192115784,-2.1100546322264613,-1.5708277861224573,-3.7889843622790735,-0.007049735635519028,-0.010389601811766624,0.01372229028493166,0.03762287274003029,0.008880509994924068,0.0036575053818523884
1753180916.8318667,1.8540757338153284,-1.3149070602706452,0.9994205236434937,-2.109798093835348,-1.57072621980776,-3.7889979521380823,-0.009443525224924088,-0.011456022039055824,0.01402113027870655,0.04683349281549454,0.01787101849913597,0.006971023045480251
1753180916.8338194,1.854065243397848,-1.3148981791785737,0.9994603991508484,-2.109603067437643,-1.5706976095782679,-3.788974110280172,-0.009652569890022278,-0.01314070075750351,0.016430163756012917,0.05123122036457062,0.018462475389242172,0.008425465784966946
1753180916.8359368,1.853999439870016,-1.3149129313281556,0.9994387030601501,-2.109549661675924,-1.5706422964679163,-3.788983170186178,-0.009453230537474155,-0.014937079511582851,0.018737822771072388,0.05478544905781746,0.01878293603658676,0.008103795349597931
1753180916.837816,1.8540084997760218,-1.314961091881134,0.9995161294937134,-2.1094328365721644,-1.5705598036395472,-3.788950268422262,-0.010600325651466846,-0.015665456652641296,0.02017378993332386,0.05751849710941315,0.018910786136984825,0.008176639676094055
1753180916.8395505,1.8539722601519983,-1.3149657410434266,0.9995150566101074,-2.1093131504454554,-1.570524040852682,-3.788943115864889,-0.011313308961689472,-0.016725970432162285,0.021402020007371902,0.0635066032409668,0.01926393248140812,0.009663944132626057
1753180916.8417432,1.8539722601519983,-1.3149755460074921,0.9996076822280884,-2.109251638452047,-1.5705669561969202,-3.7888720671283167,-0.012079465202987194,-0.017510617151856422,0.022577576339244843,0.06665611267089844,0.01989779993891716,0.011112901382148266
1753180916.843916,1.853938404713766,-1.3150982719710846,0.9996516704559326,-2.1090737781920375,-1.5705025831805628,-3.7888618151294153,-0.012738880701363087,-0.018215980380773544,0.023843375965952873,0.0695476084947586,0.01969088241457939,0.010963043197989464
1753180916.8456655,1.8539112249957483,-1.3150684100440522,0.9997122287750244,-2.10894312481069,-1.5704787413226526,-3.7888663450824183,-0.012658506631851196,-0.019013239070773125,0.025295069441199303,0.07585789263248444,0.018329599872231483,0.010874593630433083
1753180916.8478696,1.853874985371725,-1.3151076895049592,0.999750554561615,-2.108800073663229,-1.5703895727740687,-3.788816515599386,-0.01398260984569788,-0.01922420971095562,0.026689833030104637,0.07883504033088684,0.018923211842775345,0.011571495793759823
1753180916.8497493,1.8538926283465784,-1.3151450020125885,0.9998531341552734,-2.1086064777769984,-1.57037860551943,-3.788832728062765,-0.014998785220086575,-0.020057540386915207,0.027784937992691994,0.0824001356959343,0.018719123676419258,0.011655418202280998
1753180916.851735,1.8537943998919886,-1.315204457645752,0.9999038577079773,-2.1085006199278773,-1.570329491292135,-3.7887852827655237,-0.016730425879359245,-0.021519768983125687,0.02883869968354702,0.08728682994842529,0.018992353230714798,0.012899799272418022
1753180916.8603647,1.8537047545062464,-1.3153514725020905,1.0001287460327148,-2.1079498730101527,-1.5702150503741663,-3.78870135942568,-0.01894504949450493,-0.025509702041745186,0.03202150762081146,0.0999675989151001,0.021259864792227745,0.01339603029191494
1753180916.8619936,1.8536232153521937,-1.3154600125602265,1.0002192258834839,-2.1075407467284144,-1.570151154194967,-3.7886248270617884,-0.020914122462272644,-0.027015378698706627,0.03498482704162598,0.11017395555973053,0.022333534434437752,0.013742734678089619
1753180916.8656166,1.8535707632647913,-1.3155204516700287,1.0002623796463013,-2.1073299847044886,-1.5701029936419886,-3.7885635534869593,-0.02136504091322422,-0.027789656072854996,0.03491517901420593,0.11428319662809372,0.02246825583279133,0.014204774983227253
1753180916.867546,1.8535297552691858,-1.315639929180481,1.000438928604126,-2.1068207226195277,-1.5700143019305628,-3.7885616461383265,-0.020983120426535606,-0.03010554425418377,0.03667072579264641,0.12310568988323212,0.02392144314944744,0.014301427640020847
1753180916.8704863,1.8534696737872522,-1.3156747680953522,1.000548005104065,-2.1065694294371546,-1.5699332396136683,-3.7885454336749476,-0.022304369136691093,-0.03149595111608505,0.03771650046110153,0.12945331633090973,0.02475021407008171,0.0134362718090415
1753180916.8714325,1.8534506003009241,-1.3157558602145691,1.0006067752838135,-2.1063033543028773,-1.569911305104391,-3.788523260747091,-0.02366618439555168,-0.032734859734773636,0.040328383445739746,0.13576865196228027,0.026618022471666336,0.014121156185865402
1753180916.873743,1.8533857504474085,-1.3158152860454102,1.00067138671875,-2.106047292748922,-1.5698631445514124,-3.7885142008410853,-0.02330770157277584,-0.03377571329474449,0.041191309690475464,0.14008237421512604,0.027296792715787888,0.012442142702639103
1753180916.8756673,1.8533323446856897,-1.3158898216537018,1.0006927251815796,-2.105705877343649,-1.569843594227926,-3.788499418889181,-0.02319207787513733,-0.034788183867931366,0.041005611419677734,0.14373984932899475,0.026724983006715775,0.013385155238211155
1753180916.8777068,1.853264633809225,-1.315975384121277,1.00088369846344,-2.1054517231383265,-1.5697782675372522,-3.788445059453146,-0.024027913808822632,-0.03565140813589096,0.04224073141813278,0.14640016853809357,0.027250388637185097,0.012336823157966137
1753180916.879766,1.853253189717428,-1.3160338264754792,1.000942587852478,-2.105159421960348,-1.5697100798236292,-3.7884557882892054,-0.024772776290774345,-0.03688093274831772,0.04379478469491005,0.15230341255664825,0.030012933537364006,0.011994192376732826
1753180916.8831077,1.8532136122332972,-1.3161431711963196,1.001025915145874,-2.104873319665426,-1.56964618364443,-3.7884064356433313,-0.024491017684340477,-0.0377553254365921,0.04520830139517784,0.15970218181610107,0.03048810176551342,0.012552185915410519
1753180916.8837764,1.853156868611471,-1.3162196439555665,1.0011337995529175,-2.1044918499388636,-1.5695951620685022,-3.788381878529684,-0.025169502943754196,-0.03872894495725632,0.046361908316612244,0.16251197457313538,0.031509701162576675,0.011889845132827759
1753180916.8858466,1.8531392256366175,-1.3162745994380494,1.0011851787567139,-2.104222436944479,-1.5695589224444788,-3.788332764302389,-0.024980764836072922,-0.040174394845962524,0.04753146693110466,0.16762293875217438,0.03394071012735367,0.012806957587599754
1753180916.8876345,1.8530829588519495,-1.3163536053946991,1.0012973546981812,-2.103851934472555,-1.5694869200335901,-3.7883344332324427,-0.02573229745030403,-0.04137630760669708,0.048611223697662354,0.17223377525806427,0.03426111117005348,0.01245550811290741
1753180916.8895464,1.8529775778399866,-1.3164872986129303,1.0013929605484009,-2.103501935998434,-1.5694196859942835,-3.788286034260885,-0.02728414535522461,-0.04237233102321625,0.04983047768473625,0.17669013142585754,0.034653473645448685,0.012965136207640171
1753180916.8915827,1.8529332319842737,-1.3165333730033417,1.0014880895614624,-2.103159566918844,-1.5693019072162073,-3.788304154072897,-0.02750544808804989,-0.043672531843185425,0.0513603538274765,0.1791582703590393,0.03466318920254707,0.013125189580023289
1753180916.8943598,1.8528936545001429,-1.3166128259948273,1.0015960931777954,-2.102800031701559,-1.5693243185626429,-3.7882347742663782,-0.027820657938718796,-0.044703543186187744,0.05285177752375603,0.18337276577949524,0.03724303096532822,0.013164512813091278
1753180916.895896,1.8528245131122034,-1.3167042893222352,1.001728892326355,-2.1023570499815882,-1.56915790239443,-3.7882185618029993,-0.028364356607198715,-0.0455637201666832,0.0540594644844532,0.18811224400997162,0.03838127851486206,0.013000492937862873
1753180916.8976915,1.8527973333941858,-1.3168173891356965,1.0018447637557983,-2.102032323876852,-1.5691307226764124,-3.788211170827047,-0.02892003394663334,-0.046595584601163864,0.055816758424043655,0.19267091155052185,0.039638448506593704,0.012825427576899529
1753180916.90104,1.8527129332171839,-1.3169883352569123,1.0020467042922974,-2.1012612781920375,-1.5689600149737757,-3.788147274647848,-0.030287709087133408,-0.048569947481155396,0.059744901955127716,0.20477966964244843,0.04131161794066429,0.014097293838858604
1753180916.9015155,1.8527129332171839,-1.3169883352569123,1.0020467042922974,-2.1012612781920375,-1.5689600149737757,-3.788147274647848,-0.030287709087133408,-0.048569947481155396,0.059744901955127716,0.20477966964244843,0.04131161794066429,0.014097293838858604
