timestamp,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,joint_a1_vel,joint_a2_vel,joint_a3_vel,joint_a4_vel,joint_a5_vel,joint_a6_vel,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1753172010.2561667,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904245638560085,0.8168107476661782,0.8418170979327224,0.0,0.0,-0.0762920007109642,0.0,0.1525830030441284,-0.0762920007109642,0.2219022651245655,-0.21157843748356592,0.334180893568627,-1.7358334603288577e-05,0.9989495880154277,0.04582071605035422,0.00042694628268298616
1753172010.2611935,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904245638560085,0.8168107476661782,0.8418170979327224,0.0,0.0,-0.0762920007109642,0.0,0.1525830030441284,-0.0762920007109642,0.2219022651245655,-0.21157843748356592,0.334180893568627,-1.7358334603288577e-05,0.9989495880154277,0.04582071605035422,0.00042694628268298616
1753172010.2637408,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904245638560085,0.8168107476661782,0.8418170979327224,0.0,0.0,-0.0762920007109642,0.0,0.1525830030441284,-0.0762920007109642,0.2219022651245655,-0.21157843748356592,0.334180893568627,-1.7358334603288577e-05,0.9989495880154277,0.04582071605035422,0.00042694628268298616
1753172010.2690036,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904245638560085,0.8168107476661782,0.8418170979327224,0.0,0.0,-0.0762920007109642,0.0,0.1525830030441284,-0.0762920007109642,0.2219022651245655,-0.21157843748356592,0.334180893568627,-1.7358334603288577e-05,0.9989495880154277,0.04582071605035422,0.00042694628268298616
1753172010.2724254,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904245638560085,0.8168107476661782,0.8418170979327224,0.0,0.0,-0.0762920007109642,0.0,0.1525830030441284,-0.0762920007109642,0.2219022651245655,-0.21157843748356592,0.334180893568627,-1.7358334603288577e-05,0.9989495880154277,0.04582071605035422,0.00042694628268298616
1753172010.2756186,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904245638560085,0.8168082842421699,0.8418208263582486,0.0,0.0,0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2219021976025905,-0.2115783870231726,0.33418068157992264,-1.9165053815429076e-05,0.9989496127636152,0.04582017088190411,0.00042747219452149557
1753172010.2799172,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904245638560085,0.8168082842421699,0.8418208263582486,0.0,0.0,0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2219021976025905,-0.2115783870231726,0.33418068157992264,-1.9165053815429076e-05,0.9989496127636152,0.04582017088190411,0.00042747219452149557
1753172010.2843258,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904245638560085,0.8168082842421699,0.8418208263582486,0.0,0.0,0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2219021976025905,-0.2115783870231726,0.33418068157992264,-1.9165053815429076e-05,0.9989496127636152,0.04582017088190411,0.00042747219452149557
1753172010.2881012,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904245638560085,0.8168082842421699,0.8418208263582486,0.0,0.0,0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2219021976025905,-0.2115783870231726,0.33418068157992264,-1.9165053815429076e-05,0.9989496127636152,0.04582017088190411,0.00042747219452149557
1753172010.2951028,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904245638560085,0.8168082842421699,0.8418208263582486,0.0,0.0,0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2219021976025905,-0.2115783870231726,0.33418068157992264,-1.9165053815429076e-05,0.9989496127636152,0.04582017088190411,0.00042747219452149557
1753172010.2957196,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904257706008774,0.8168094826646604,0.8418226905710117,0.0,0.0,0.0762920007109642,-0.1525830030441284,-0.1525830030441284,0.1525830030441284,0.22190218693171282,-0.2115782765035451,0.33418069173095843,-1.9687149087039307e-05,0.9989495788810968,0.04582090978583285,0.0004274249572433564
1753172010.3036256,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904257706008774,0.8168094826646604,0.8418226905710117,0.0,0.0,0.0762920007109642,-0.1525830030441284,-0.1525830030441284,0.1525830030441284,0.22190218693171282,-0.2115782765035451,0.33418069173095843,-1.9687149087039307e-05,0.9989495788810968,0.04582090978583285,0.0004274249572433564
1753172010.3040369,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904257706008774,0.8168094826646604,0.8418226905710117,0.0,0.0,0.0762920007109642,-0.1525830030441284,-0.1525830030441284,0.1525830030441284,0.22190218693171282,-0.2115782765035451,0.33418069173095843,-1.9687149087039307e-05,0.9989495788810968,0.04582090978583285,0.0004274249572433564
1753172010.3088498,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904257706008774,0.8168094826646604,0.8418226905710117,0.0,0.0,0.0762920007109642,-0.1525830030441284,-0.1525830030441284,0.1525830030441284,0.22190218693171282,-0.2115782765035451,0.33418069173095843,-1.9687149087039307e-05,0.9989495788810968,0.04582090978583285,0.0004274249572433564
1753172010.3116975,0.7776894438851322,-1.1788925981557246,1.9987286302412053,-0.0904257706008774,0.8168094826646604,0.8418226905710117,0.0,0.0,0.0762920007109642,-0.1525830030441284,-0.1525830030441284,0.1525830030441284,0.22190218693171282,-0.2115782765035451,0.33418069173095843,-1.9687149087039307e-05,0.9989495788810968,0.04582090978583285,0.0004274249572433564
1753172010.315795,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904257706008774,0.8168094826646604,0.8418246213628019,0.0,0.0,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.22190237753190592,-0.2115784641875933,0.3341808912098896,-2.0669080610240662e-05,0.9989495958231372,0.04582053604451636,0.0004278483061403253
1753172010.3203611,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904257706008774,0.8168094826646604,0.8418246213628019,0.0,0.0,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.22190237753190592,-0.2115784641875933,0.3341808912098896,-2.0669080610240662e-05,0.9989495958231372,0.04582053604451636,0.0004278483061403253
1753172010.323964,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904257706008774,0.8168094826646604,0.8418246213628019,0.0,0.0,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.22190237753190592,-0.2115784641875933,0.3341808912098896,-2.0669080610240662e-05,0.9989495958231372,0.04582053604451636,0.0004278483061403253
1753172010.3275676,0.7776894438851322,-1.1788925981557246,1.9987275649767693,-0.0904257706008774,0.8168094826646604,0.8418246213628019,0.0,0.0,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.22190237753190592,-0.2115784641875933,0.3341808912098896,-2.0669080610240662e-05,0.9989495958231372,0.04582053604451636,0.0004278483061403253
