pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.25242638795620054,-0.2218003829230209,0.39625766740542634,0.013181812849993623,0.999036784278764,0.04168303219122939,0.0037773397092657193
0.26342605923861817,-0.2066140205510078,0.40459924749688514,0.05291881568657378,0.9979979582758387,0.031184578294857906,0.015073032215178455
0.27932496471643087,-0.17987298542218175,0.4184500039760233,0.11888192848777979,0.9919897686523684,0.019651178049920507,0.03791064717592249
0.29076558054114243,-0.15487826588690404,0.43068834658606514,0.17690312667552555,0.9821963072497506,0.01639715676750292,0.06104777675983325
0.30099599758893103,-0.12379137889001485,0.44525491421518115,0.24528043542707953,0.9650051965987718,0.021861663112659368,0.090136264732995
0.3078851561101313,-0.08739844063398997,0.461722053951406,0.32116728219500296,0.9382574321438224,0.04087838362541782,0.12187504103190733
0.3095809778677219,-0.05073161856361339,0.4780010720529433,0.3940929171981577,0.9041037811714241,0.07301060091844977,0.14817752069496493
0.30679802756815033,-0.019014397614584545,0.4920708311124946,0.454919969704079,0.8683380750716602,0.11071692043596562,0.16364159640647463
0.3015043568511316,0.006666457759605525,0.5036105085436058,0.5029358225610058,0.8346320542425508,0.14760173077202837,0.16928857459629684
0.2924275580718453,0.03439924241705868,0.516393538163735,0.5537885138469477,0.7926416193384586,0.1933901895772133,0.16624614220782588
0.28540220701703856,0.05040829627046471,0.5240122460083514,0.5827632946093508,0.7652638781147606,0.22241226158067184,0.1590312082812134
0.2832010620657728,0.05794604732307646,0.5258980567011231,0.5885933019845555,0.7591696074383519,0.23133822199487636,0.1539547305056445
0.28464301834912975,0.074105262788504,0.5222285976525163,0.5674385808612495,0.7784590721820185,0.22742544493092062,0.1424520862804572
0.28833691237468195,0.08678574358028238,0.5154111217847595,0.5333908996609643,0.8075532796961954,0.21330954751611614,0.13360720620256736
0.29301889932635294,0.10965107898573453,0.5028804883411215,0.47021187691833655,0.8540360065520175,0.18894908199785546,0.11756502341166383
0.2948303911438845,0.12516815803968784,0.4941704596489187,0.42607024755071293,0.8815678547819659,0.1730578954283228,0.10655151991931755
0.2947099508678547,0.16463076560722395,0.47107127767746726,0.3091888756944758,0.938254587864428,0.13428782543565954,0.0777646927461325
0.28786799900238697,0.20398630313947555,0.4462609265844959,0.18553392289821136,0.9766895861265478,0.09702202681252849,0.04734281486289634
0.2832134945041741,0.21957677606881842,0.4357920118366285,0.13432404569920556,0.986898032459343,0.08240783495340707,0.03461608026867586
0.27413469415320446,0.24261336215614251,0.4194751633673184,0.05595489366671876,0.9964719825353103,0.060756753853051286,0.014874634722712892
0.26791023901510697,0.2553080106815059,0.4099668913270047,0.011197967507471773,0.9987441233469687,0.04871488157471809,0.0034120253161044633
0.26623659519179366,0.25842831213960665,0.4075649224589166,5.627402828619104e-06,0.9989534595851646,0.045735270300816325,0.0005201938818531105
