time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.0,1.3207367658615112,-1.1859483283809205,0.9083922545062464,-1.2648948591998597,-1.5690138975726526,-2.887653175984518,-0.052838609572625705,-0.9114662091625196,0.785292805917038,0.9683150033354407,-0.24932791356136413,0.0008636297137398836,-0.014173918947840971
0.1,1.3232367658615114,-1.1853776805086296,0.9083263671164203,-1.2637721592643705,-1.5672341454682068,-2.8855280444800897,-0.050409578771646424,-0.9118476867573461,0.784695095271464,0.9683455749212622,-0.24915677893478208,0.0017171460445869228,-0.014993280185333507
0.2,1.330736765861511,-1.1836657368917567,0.9081287049469422,-1.260404059457903,-1.5618948891548698,-2.8791526499668048,-0.043112382691275555,-0.9129504330584048,0.7829047392638825,0.9684264999677549,-0.24864960549140863,0.004254746507437143,-0.017475267704052673
0.30000000000000004,1.3432367658615112,-1.1808124975303023,0.9077992679978121,-1.254790559780457,-1.5529961286326415,-2.868526992444664,-0.030918027523087276,-0.9146491315532685,0.7799300976675934,0.968525448292489,-0.24782514224595376,0.008406615679758518,-0.02169063607686121
0.4,1.360736765861511,-1.176817962424266,0.9073380562690299,-1.2469316602320328,-1.5405378639015217,-2.8536510719136667,-0.013782582204570789,-0.916734127962076,0.7757852035011809,0.9685886706821091,-0.2467148271277169,0.014053216832087781,-0.027754066337671867
0.5,1.3815915859142482,-1.1720576589482246,0.9067884284056035,-1.2375661781808944,-1.5256912999508438,-2.8359233778683657,0.006724784500402443,-0.9187706015587225,0.7708757830260615,0.9685495839282304,-0.24545899964750603,0.020522624277046642,-0.03521938184126139
0.6000000000000001,1.4025355369381807,-1.1672770105125558,0.906236451499359,-1.2281606691955114,-1.5107812835867431,-2.8181199178091014,0.027402847903174803,-0.9203235533952745,0.7659785082207271,0.9683855039623924,-0.24427200566681442,0.026727168277300734,-0.042969308103482165
0.7000000000000001,1.423479487962113,-1.1624963620768871,0.9056844745931145,-1.2187551602101283,-1.4958712672226426,-2.800316457749837,0.04815126992249375,-0.9213818119453367,0.7611146303455445,0.9680967926319491,-0.24315988597300006,0.03263008675409494,-0.050962215294773565
0.8,1.4444234389860457,-1.1577157136412184,0.9051324976868702,-1.2093496512247452,-1.4809612508585421,-2.782512997690573,0.06895719159414888,-0.9219443163216839,0.756284309784706,0.9676839379993856,-0.2421231397110452,0.038223233043216176,-0.05918754776294656
0.9,1.465367390009978,-1.1529350652055497,0.9045805207806258,-1.1999441422393624,-1.4660512344944416,-2.7647095376313087,0.0898077930153422,-0.9220103608631336,0.7514876687464873,0.9671474544383356,-0.2411622489295082,0.04349882419865293,-0.06763448349802297
