timestamp,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,joint_a1_vel,joint_a2_vel,joint_a3_vel,joint_a4_vel,joint_a5_vel,joint_a6_vel,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1753173785.4893878,-0.7572367661874871,-1.152741820989746,1.6245662149938689,-0.076397036926667,1.036550765790679,-0.7203788164378723,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.0,-0.3051809966564178,0.26623711979689907,0.25842787778328874,0.4075643715861057,1.8751682696249744e-06,0.9989535354436369,0.045733600415874466,0.0005213579802134529
1753173785.4976292,-0.7572367661874871,-1.152741820989746,1.6245662149938689,-0.076397036926667,1.036550765790679,-0.7203788164378723,-0.0762920007109642,0.0,0.0762920007109642,0.0,0.0,-0.3051809966564178,0.26623711979689907,0.25842787778328874,0.4075643715861057,1.8751682696249744e-06,0.9989535354436369,0.045733600415874466,0.0005213579802134529
1753173785.4981637,-0.7572391630324682,-1.152742886254182,1.6245662149938689,-0.0763982270267792,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2662364012709974,0.2584285276254147,0.4075647507191553,1.8786449954701733e-06,0.9989535010822325,0.04573435166947724,0.0005212958791162204
1753173785.5065296,-0.7572391630324682,-1.152742886254182,1.6245662149938689,-0.0763982270267792,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2662364012709974,0.2584285276254147,0.4075647507191553,1.8786449954701733e-06,0.9989535010822325,0.04573435166947724,0.0005212958791162204
1753173785.506796,-0.7572391630324682,-1.152742886254182,1.6245662149938689,-0.0763982270267792,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2662364012709974,0.2584285276254147,0.4075647507191553,1.8786449954701733e-06,0.9989535010822325,0.04573435166947724,0.0005212958791162204
1753173785.510198,-0.7572391630324682,-1.152742886254182,1.6245662149938689,-0.0763982270267792,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2662364012709974,0.2584285276254147,0.4075647507191553,1.8786449954701733e-06,0.9989535010822325,0.04573435166947724,0.0005212958791162204
1753173785.5189404,-0.7572391630324682,-1.152742886254182,1.6245662149938689,-0.0763982270267792,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.1525830030441284,0.0,-0.0762920007109642,0.0762920007109642,0.2662364012709974,0.2584285276254147,0.4075647507191553,1.8786449954701733e-06,0.9989535010822325,0.04573435166947724,0.0005212958791162204
1753173785.5192883,-0.7572379646099777,-1.152742886254182,1.6245662149938689,-0.076397036926667,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.2662367616555674,0.2584281510661626,0.4075647454966165,2.190203067053134e-06,0.9989535185082974,0.045733966706176625,0.0005216746247121882
1753173785.524423,-0.7572379646099777,-1.152742886254182,1.6245662149938689,-0.076397036926667,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.2662367616555674,0.2584281510661626,0.4075647454966165,2.190203067053134e-06,0.9989535185082974,0.045733966706176625,0.0005216746247121882
1753173785.5375755,-0.7572379646099777,-1.152742886254182,1.6245662149938689,-0.076397036926667,1.036550765790679,-0.7203806806506353,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.2662367616555674,0.2584281510661626,0.4075647454966165,2.190203067053134e-06,0.9989535185082974,0.045733966706176625,0.0005216746247121882
