timestamp,elbow_joint_pos,shoulder_lift_joint_pos,shoulder_pan_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,elbow_joint_vel,shoulder_lift_joint_vel,shoulder_pan_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1752572683.5405352,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5412123,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5417943,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5433955,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5454216,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5473485,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.549356,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5513785,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5533164,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5558667,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.559413,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5601497,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5688806,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.572334,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5786295,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5791106,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5797298,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.580284,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.581393,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5833657,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.5852642,-1.9547259779903257,-1.7141903503528295,-1.0687974635880657,-1.0535135669563127,1.604856707975275,0.501259854180198,0.0,0.0,0.0,0.0,0.0,0.0,0.1877079844581294,-0.6956460053422652,0.3818149998298029,-0.00028395152222740667,0.9998423524988354,0.012589831464642747,0.01251741446224934
1752572683.587364,-1.9547251232403244,-1.7141908553492191,-1.0687990537680658,-1.0535139369213304,1.6048566626112586,0.5012582644353965,0.0008547500015235,-0.0005049963898237,-0.00159018,-0.0003699650180539,-4.536401608251761e-05,-0.0015897448015464,0.1877070682357139,-0.6956466609240703,0.38181512578171234,-0.0002839512465521675,0.999842352834446,0.012589809517985547,0.012517409734833274
1752572683.5892837,-1.95472255899032,-1.714192370338389,-1.0688038243080662,-1.0535150468163843,1.6048565265192103,0.5012534952009918,0.0017095000030471,-0.0010099927796475,-0.00318036,-0.0007399300361079,-9.072803216503522e-05,-0.0031794896030928,0.18770431955856662,-0.6956486276621214,0.38181550363672534,-0.00028395041952913126,0.9998423538412742,0.012589743678295748,0.012517395552356198
1752572683.5913594,-1.954718285240312,-1.714194895320338,-1.068811775208066,-1.053516896641475,1.60485629969913,0.5012455464769842,0.0025642500045707,-0.0015149891694713,-0.00477054,-0.0011098950541619,-0.0001360920482475,-0.0047692344046392,0.18769973839698478,-0.6956519055343244,0.3818161333926978,-0.000283949041166896,0.9998423555193091,0.012589633946416455,0.012517371914131537
1752572683.5935802,-1.9547123019903017,-1.7141984302950668,-1.068822906468066,-1.0535194863966018,1.604855982151017,0.5012344182633733,0.0034190000060942,-0.0020199855592951,-0.00636072,-0.0014798600722159,-0.00018145606433,-0.0063589792061856,0.1876933247014625,-0.6956564945038546,0.38181701504605314,-0.000283947111478825,0.999842357868532,0.012589480323753729,0.012517338819014184
1752572683.5955832,-1.954704609240288,-1.714202975262575,-1.0688372180880652,-1.053522816081764,1.6048555738748729,0.5012201105601594,0.0042737500076178,-0.0025249819491188,-0.0079509,-0.0018498250902699,-0.0002268200804125,-0.007948724007732,0.18768507840269497,-0.6956623945191563,0.38181814859178687,-0.00028394463048486506,0.9998423608889171,0.012589282812275372,0.012517296265402742
1752572683.5973375,-1.9546952069902712,-1.7142085302228631,-1.0688547100680656,-1.0535268856969626,1.6048550748706958,0.5012026233673423,0.0051285000091414,-0.0030299783389426,-0.00954108,-0.0022197901083239,-0.0002721840964951,-0.0095384688092785,0.1876749994115733,-0.6956696055139413,0.38181953402346286,-0.0002839415982085068,0.999842364580431,0.012589041414512161,0.01251724425123614
