timestamp,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,joint_a1_vel,joint_a2_vel,joint_a3_vel,joint_a4_vel,joint_a5_vel,joint_a6_vel
1753171416.8909798,0.6969103085427942,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302312474696476,0.0,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0762920007109642
1753171416.8949661,0.6969103085427942,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302312474696476,0.0,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0762920007109642
1753171416.8990355,0.6969103085427942,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302312474696476,0.0,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0762920007109642
1753171416.9078443,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,0.0,0.15258300304412842
1753171416.9084628,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,0.0,0.15258300304412842
1753171416.91155,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,0.0,0.15258300304412842
1753171416.9275699,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,0.0,0.15258300304412842
1753171416.9306602,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9317393,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9384644,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9452412,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.949368,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9516265,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9620056,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.964091,0.6969115069652848,-1.101710661076784,1.575819314926895,-0.07737975169128472,1.1560808923644874,0.7302275190441215,0.0762920007109642,0.0762920007109642,0.0,0.0,0.0,-0.30516698956489563
1753171416.9684258,0.6969090435412765,-1.10171172634122,1.575819314926895,-0.07737854494641577,1.1560808923644874,0.7302255882523312,0.0,-0.0762920007109642,-0.15258300304412842,0.0,0.0,-0.0762920007109642
