joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos
-0.7424990829955829,-1.0614363280114414,1.4843720940844136,-0.07564836503453012,1.0863329411852014,-0.7092900148033711
