timestamp,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,joint_a1_vel,joint_a2_vel,joint_a3_vel,joint_a4_vel,joint_a5_vel,joint_a6_vel
1753171161.2228875,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863309057815764,-0.7092856186542289,0.0,0.0762920007109642,0.07630600035190582,0.0762920007109642,0.0,0.07630600035190582
1753171161.2269444,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863309057815764,-0.7092856186542289,0.0,0.0762920007109642,0.07630600035190582,0.0762920007109642,0.0,0.07630600035190582
1753171161.2312772,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863309057815764,-0.7092856186542289,0.0,0.0762920007109642,0.07630600035190582,0.0762920007109642,0.0,0.07630600035190582
1753171161.23526,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863309057815764,-0.7092856186542289,0.0,0.0762920007109642,0.07630600035190582,0.0762920007109642,0.0,0.07630600035190582
1753171161.2400637,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863309057815764,-0.7092856186542289,0.0,0.0762920007109642,0.07630600035190582,0.0762920007109642,0.0,0.07630600035190582
1753171161.2439487,-0.7424940390250265,-1.0614334788036164,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092856186542289,0.15258300304412842,0.0762920007109642,0.0,-0.0762920007109642,-0.15258300304412842,0.0
1753171161.2635405,-0.7424940390250265,-1.0614334788036164,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092856186542289,0.15258300304412842,0.0762920007109642,0.0,-0.0762920007109642,-0.15258300304412842,0.0
1753171161.2638147,-0.7424940390250265,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863333692055848,-0.7092856186542289,0.0,0.22887499630451202,0.0,0.0,-0.22887499630451202,0.0
1753171161.2686937,-0.7424940390250265,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863333692055848,-0.7092856186542289,0.0,0.22887499630451202,0.0,0.0,-0.22887499630451202,0.0
1753171161.2712417,-0.7424940390250265,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863333692055848,-0.7092856186542289,0.0,0.22887499630451202,0.0,0.0,-0.22887499630451202,0.0
1753171161.2766225,-0.7424940390250265,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863333692055848,-0.7092856186542289,0.0,0.22887499630451202,0.0,0.0,-0.22887499630451202,0.0
1753171161.2793624,-0.7424940390250265,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863333692055848,-0.7092856186542289,0.0,0.22887499630451202,0.0,0.0,-0.22887499630451202,0.0
1753171161.2874076,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.0
1753171161.2878346,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.0
1753171161.2911189,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.0
1753171161.2950318,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.0
1753171161.299056,-0.7424940390250265,-1.0614334788036164,1.4843702246771546,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,-0.0762920007109642,0.0,0.0,0.0762920007109642,0.0
1753171161.303299,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3076055,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3115106,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3155904,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3205647,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.323018,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.327469,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3345134,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3348677,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3394098,-0.742495237447517,-1.0614345440680524,1.4843712899415906,-0.07564682444759176,1.0863321042040668,-0.7092875494460192,0.0,0.0,0.0,0.0,0.0,-0.15259699523448944
1753171161.3436375,-0.7424988992940159,-1.0614345440680524,1.4843734204704626,-0.07564562602510122,1.0863333692055848,-0.7092950728760987,-0.15258300304412842,0.0,0.0762920007109642,0.0,-0.0762920007109642,-0.38147199153900146
