shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos
1.5567325347540795,-1.4677221273700871,1.5368310135956738,-1.984660776338988,-2.205921167195524,-2.1473663882521117
