timestamp,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,joint_a1_vel,joint_a2_vel,joint_a3_vel,joint_a4_vel,joint_a5_vel,joint_a6_vel,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1753173050.0216951,-0.724631152329429,-1.1668830732200124,1.5808649399281591,-0.0763934416591954,1.0966137036455086,-0.6916862517484947,-0.0762920007109642,-0.0762920007109642,-0.1525830030441284,0.0762920007109642,0.0,-0.0763060003519058,0.2757994459849938,0.25096512776999974,0.4231152898323318,-4.801948914128345e-05,0.9989526768654672,0.045753425787263116,0.0004136498221629322
1753173050.0240605,-0.724631152329429,-1.1668809426911402,1.5808649399281591,-0.0763934416591954,1.096612505223018,-0.6916843209567045,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,-0.0762920007109642,0.2757996398121497,0.2509652951809211,0.42311454335649623,-4.8926715770684075e-05,0.9989526917781414,0.04575310186642724,0.00041335817694676085
1753173050.028238,-0.724631152329429,-1.1668809426911402,1.5808649399281591,-0.0763934416591954,1.096612505223018,-0.6916843209567045,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,-0.0762920007109642,0.2757996398121497,0.2509652951809211,0.42311454335649623,-4.8926715770684075e-05,0.9989526917781414,0.04575310186642724,0.00041335817694676085
1753173050.032235,-0.724631152329429,-1.1668809426911402,1.5808649399281591,-0.0763934416591954,1.096612505223018,-0.6916843209567045,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,-0.0762920007109642,0.2757996398121497,0.2509652951809211,0.42311454335649623,-4.8926715770684075e-05,0.9989526917781414,0.04575310186642724,0.00041335817694676085
1753173050.0367334,-0.724631152329429,-1.1668809426911402,1.5808649399281591,-0.0763934416591954,1.096612505223018,-0.6916843209567045,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,-0.0762920007109642,0.2757996398121497,0.2509652951809211,0.42311454335649623,-4.8926715770684075e-05,0.9989526917781414,0.04575310186642724,0.00041335817694676085
1753173050.0504038,-0.724631152329429,-1.1668809426911402,1.5808649399281591,-0.0763934416591954,1.096612505223018,-0.6916843209567045,-0.0762920007109642,0.0,-0.0762920007109642,0.0,0.0,-0.0762920007109642,0.2757996398121497,0.2509652951809211,0.42311454335649623,-4.8926715770684075e-05,0.9989526917781414,0.04575310186642724,0.00041335817694676085
1753173050.0508494,-0.7246299539069385,-1.1668820079555762,1.5808649399281591,-0.0763934416591954,1.0966113068005274,-0.6916862517484947,0.0762920007109642,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,-0.1525969952344894,0.2757999474859208,0.25096496659166234,0.4231149245416863,-4.7360891033942383e-05,0.9989526578568644,0.045753836509431337,0.00041420082150890624
1753173050.0511038,-0.7246299539069385,-1.1668820079555762,1.5808649399281591,-0.0763934416591954,1.0966113068005274,-0.6916862517484947,0.0762920007109642,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,-0.1525969952344894,0.2757999474859208,0.25096496659166234,0.4231149245416863,-4.7360891033942383e-05,0.9989526578568644,0.045753836509431337,0.00041420082150890624
1753173050.0540793,-0.7246299539069385,-1.1668820079555762,1.5808649399281591,-0.0763934416591954,1.0966113068005274,-0.6916862517484947,0.0762920007109642,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,-0.1525969952344894,0.2757999474859208,0.25096496659166234,0.4231149245416863,-4.7360891033942383e-05,0.9989526578568644,0.045753836509431337,0.00041420082150890624
1753173050.0565486,-0.7246299539069385,-1.1668820079555762,1.5808649399281591,-0.0763934416591954,1.0966113068005274,-0.6916862517484947,0.0762920007109642,-0.0762920007109642,-0.0762920007109642,0.0762920007109642,0.0,-0.1525969952344894,0.2757999474859208,0.25096496659166234,0.4231149245416863,-4.7360891033942383e-05,0.9989526578568644,0.045753836509431337,0.00041420082150890624
