timestamp,elbow_joint_pos,shoulder_lift_joint_pos,shoulder_pan_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,elbow_joint_vel,shoulder_lift_joint_vel,shoulder_pan_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1752651150.366462,1.499265495930807,-1.4706662607244034,2.0711686611175537,-1.574839254418844,-1.6294315497027796,-1.5106704870807093,-0.0,-0.0,0.0,0.0,0.0,0.0,0.506391390280159,-0.5773601749996767,0.6547300242494293,0.8442076516697429,-0.5350735260899757,-0.024924555867086865,0.019711140371034917
1752651150.366774,1.499286953602926,-1.4707060170224686,2.071226119995117,-1.5747949085631312,-1.6294849554644983,-1.5106423536883753,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064061405913544,-0.5773103387311124,0.6547402314880327,0.8442150811291874,-0.5350600431573164,-0.024948008101992897,0.01972926512248551
1752651150.3708365,1.4993026892291468,-1.470669151549675,2.07119369506836,-1.574835916558737,-1.6294482390033167,-1.5106619040118616,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064008730052586,-0.5773424548907966,0.6547063155030917,0.844212001511597,-0.5350657748029526,-0.02494471616909955,0.019709750722480213
1752651150.3732214,1.4992788473712366,-1.4706409212997933,2.071234226226806,-1.5748564205565394,-1.6294482390033167,-1.5106208960162562,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064334182009806,-0.577338652266946,0.654703963904907,0.8442118310039012,-0.5350662286132658,-0.02493686593344866,0.019714667332577707
1752651150.3735735,1.4993117491351526,-1.4706367936781426,2.0711848735809326,-1.5748230419554652,-1.6294735113727017,-1.510629955922262,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5063992341657865,-0.5773593679844372,0.654674493985965,0.844201008863178,-0.5350818028095936,-0.024974335293297165,0.019707955578544635
1752651150.377249,1.4992831389056605,-1.470636786227562,2.0712218284606934,-1.5748845539488734,-1.6294358412372034,-1.510658089314596,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064297960061727,-0.577348389696428,0.6547011164757394,0.8442185246978786,-0.5350562325809425,-0.02492574172512889,0.019713394752754066
1752651150.3813908,1.4992697874652308,-1.470650033359863,2.071185111999512,-1.574867387811178,-1.6294649283038538,-1.5106537977801722,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064025044423129,-0.5773628946810359,0.6547184260552157,0.8442072640319386,-0.5350733109768337,-0.024928966839029006,0.019727996561636468
1752651150.3846378,1.499298397694723,-1.470607155268528,2.0712056159973145,-1.5748597584166468,-1.6294692198382776,-1.5106380621539517,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064213575174498,-0.5773663802645388,0.6546657327787346,0.8442087116910667,-0.5350700021246725,-0.024964240818438756,0.01971117986249101
1752651150.3855717,1.499326531087057,-1.4705984529903908,2.071234226226806,-1.5748325786986292,-1.6294806639300743,-1.5106495062457483,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064353006940853,-0.5773499573116333,0.6546367466374042,0.8442194932677323,-0.5350519413317665,-0.02499482821338917,0.0197009092801431
1752651150.387355,1.4993322531329554,-1.470619053845741,2.071217536926269,-1.574827333489889,-1.629476372395651,-1.5106447378741663,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064207455899434,-0.5773483725783896,0.6546476068228175,0.8442137662075418,-0.5350612060177522,-0.024989696196576438,0.019701214290226015
1752651150.389591,1.4993050734149378,-1.470607155268528,2.0711774826049805,-1.574855466882223,-1.6294611136065882,-1.5106762091266075,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5064052608562669,-0.5773789299941148,0.6546605808639765,0.8442114934513653,-0.5350657091822969,-0.024967730212024503,0.019704152606005575
