pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.29079231843668074,0.2060354749535756,0.3914409571090254,0.012537234382729679,0.9982175513431027,0.05747601045726497,0.010052172229370323
0.30934362953907846,0.1943626756272537,0.4064545336050438,0.04982606483134539,0.9937625102013159,0.09131270833912504,0.04019236093558069
0.337845577983924,0.1705740030281657,0.43332261184985654,0.11037529253658901,0.9789356476314647,0.14356935479004265,0.09428750160545307
0.36671656880804654,0.13537771730019543,0.4684200342495548,0.17936319087829924,0.9492613779780575,0.19894552809054283,0.16477972839499747
0.37599539826842104,0.11994775998005544,0.482834412431157,0.20479226566264566,0.934339225400857,0.21817053319224855,0.1935767502793058
0.38675756873125733,0.09698746942340711,0.5031372909370158,0.2379873729798823,0.9110449341974344,0.2418766406834948,0.23421107759240264
0.3934743212767895,0.07300574478029558,0.5134699151968336,0.253531196606905,0.8987955243127431,0.24426037137385606,0.2611999402732663
0.3954707172311309,0.060644157763035014,0.5134450439363909,0.25325526081537025,0.8993869902832545,0.2355018018753186,0.2674017873763112
0.3978909141298067,0.030046509190677896,0.5079449708685608,0.24421304254518633,0.9078560615570808,0.20461730871892547,0.27256030216726906
0.3940891162523872,-0.04048618588444738,0.49547133000649435,0.22278301088939373,0.9260563162103833,0.13696407134993968,0.272081370963099
0.382771398448199,-0.0920164066916907,0.48635129076186745,0.20626693717625205,0.9384224242861139,0.09152916536777281,0.2616098547684702
0.3756414420710582,-0.11209536573548504,0.48046950775735864,0.19551255651306956,0.9454855613372618,0.07314244970511324,0.24996414862860217
0.3570528332327032,-0.14452089966016027,0.45910394181489433,0.15487947261229915,0.967064437871341,0.0410845478798633,0.19776446064303524
0.33071140313791175,-0.1772716082973528,0.43506285495163155,0.10416022964693095,0.985714654869249,0.022721237045493475,0.13038792552617087
0.3057750187839825,-0.20070772230481504,0.4167651256591278,0.06144211703632818,0.995049400733082,0.022881499586963762,0.0746859647556369
0.28585574212283166,-0.21578146155651823,0.4041698492766457,0.029647035628527798,0.9984444296386978,0.03154874305599686,0.03513475506507606
0.27254281106901135,-0.22440614000649156,0.39651626813483487,0.009251802570985642,0.9990665335984207,0.04073069837820717,0.01102160616456559
0.26636582455179303,-0.22805774133920836,0.3931436885048343,-1.6038572118742316e-05,0.9989503181072878,0.04580454050607205,0.00045361342616038385
