shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos
1.849675280695457,-1.2237122430156604,1.6574539585094787,-1.9463687127014742,-1.8266210320670946,-2.9127069997646
