time_from_start,joint_a1_pos,joint_a2_pos,joint_a3_pos,joint_a4_pos,joint_a5_pos,joint_a6_pos,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.0,-0.7571857666526122,-1.1527503431052344,1.624563019200561,-0.07637665542194956,1.0365875839927492,-0.7203167647844734,0.2662491107490201,0.2584115189974689,0.4075678892568715,-9.379523215225863e-06,0.998954210053484,0.04571887269845045,0.000520391801886495
0.1,-0.7284904370062869,-1.15843383393063,1.5945630192005609,-0.048743663662027155,1.0438522295092874,-0.6903447801979425,0.277824289536129,0.25210860840565036,0.4168797472588175,-0.007761916529762066,0.9987061991381857,0.045946582382413656,0.020361532902007744
0.2,-0.6424045365988655,-1.1754842888719677,1.5045631117573173,0.03415522636373719,1.065646143645834,-0.6004289189086726,0.3102256690532886,0.22933887296500977,0.4460458826624254,-0.02781863927824649,0.9956175688483313,0.03848570597176626,0.08056444839443726
0.30000000000000004,-0.49906918968575953,-1.2038737563977349,1.3547108375234211,0.17218411500076655,1.1019335987177108,-0.4507165837888418,0.3539999261453757,0.17990763093602696,0.49813613398565604,-0.049991310931628806,0.9828058900342863,-0.0006957588592535036,0.17774410613255565
0.4,-0.3612792166332434,-1.2311648890429305,1.2106560647599083,0.30487292662582155,1.1368171606874564,-0.306796336159368,0.3804742082348912,0.12193198065337768,0.551226766406326,-0.05738744830030411,0.9617868906026433,-0.067390813359725,0.2590967697930517
0.5,-0.28087990287337694,-1.2470890400373353,1.1266012919963944,0.38229575473103244,1.1571714316241257,-0.22282005770295504,0.38758106055327085,0.08515561264487428,0.5829700061973575,-0.055221712870849045,0.9457799526702222,-0.11745633275592234,0.2977496489506777
0.6000000000000001,-0.22734129119803093,-1.2559548640557496,1.1025315213165696,0.4084841912630566,1.165387082336993,-0.16809966732527495,0.3893511399747099,0.061973168684924335,0.5937319644629064,-0.05335194009067489,0.9400699649588449,-0.14424740982774578,0.30432666039771095
0.7000000000000001,-0.16688817021056143,-1.2625792553130388,1.137508040552375,0.3886316111460879,1.164263206931654,-0.10865033255884127,0.39061939998318185,0.039331078702715676,0.5854726134409365,-0.05463704302088498,0.9455331167702128,-0.15397836828336844,0.2815538682411103
0.8,-0.060242068338659915,-1.2729921049717048,1.222581065502714,0.3350260700394413,1.1583699021365919,-0.004654192644712632,0.3889016155207746,0.0008237086471173591,0.5633377001248472,-0.05667431648048406,0.9585127953744425,-0.15658366705716686,0.23134994740840667
0.9,0.10640379518405138,-1.2892632887528515,1.3555167045602698,0.2512617173765618,1.1491609873301671,0.15785082380525867,0.37527584986076934,-0.05719281025179828,0.5293373462984508,-0.05537028839070022,0.9753958971540838,-0.14363410356830977,0.15781704366334642
1.0,0.3291784255481672,-1.3110148454720347,1.5332270132786645,0.13928430427011967,1.1368503751812113,0.3750899091727939,0.3382867952164549,-0.12554469960059378,0.48580108016358947,-0.0451862958843881,0.9912148322250239,-0.0981894104776815,0.07622463323238575
1.1,0.5253441439483387,-1.3301683269217248,1.689711036256873,0.04068183032272585,1.1260101817884598,0.5663812657158014,0.2917137396627546,-0.17228324720307184,0.45007491232517327,-0.02845368074679359,0.9985115480225085,-0.038112851342509385,0.02669245361889376
1.2,0.6615098623485118,-1.343463450976689,1.798332254993522,-0.02776171226248802,1.1184856115783393,0.6991635132963219,0.25425734615182305,-0.19557315481739695,0.42707086310637155,-0.012742634189223334,0.9998401465019333,0.010503505421963275,0.006854421256587993
1.3,0.7376755807486851,-1.350900217636927,1.8590906694886105,-0.06604632348552138,1.1142766645508497,0.7734366519143542,0.23224034281052622,-0.20506469259007876,0.4149248174886637,-0.0025507545192478207,0.9992353755051161,0.03899437558857091,0.0012635913063371426
1.376942864,0.7554361937103857,-1.352634351274911,1.8732585485118773,-0.0749736752732245,1.1132952062162904,0.7907559458979663,0.22704271534292195,-0.20690599480124217,0.4121710733809334,-3.336830123085426e-05,0.9989549560134275,0.04570240011596773,0.0005341969745115611
